User_ID,Product_ID,Gender,Age Group,Age,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount,Status,unnamed1
1005267,P00115342,F,36-45,43,1,AndhraÂ Pradesh,Southern,IT Sector,Gift Card,3,23047.0,,
1003745,P00220042,M,26-35,29,0,Haryana,Northern,IT Sector,Stationery,2,21563.0,,
1001884,P00339042,F,46-50,47,0,Delhi,Central,Textile,Stationery,1,21547.0,,
1001804,P00000642,F,26-35,35,0,Delhi,Central,Lawyer,Stationery,1,21533.0,,
1005359,P00302742,F,18-25,22,1,Delhi,Central,Media,Stationery,1,21503.0,,
1000151,P00150342,M,26-35,34,1,Karnataka,Southern,IT Sector,Stationery,2,21495.0,,
1001389,P00261542,F,26-35,33,1,Delhi,Central,Agriculture,Stationery,3,21463.0,,
1002665,P00261842,F,36-45,36,0,Delhi,Central,IT Sector,Stationery,4,21427.0,,
1002496,P00114042,F,51-55,52,0,Delhi,Central,IT Sector,Stationery,4,21423.0,,
1001442,P00145042,M,18-25,18,1,Delhi,Central,Construction,Stationery,2,21401.0,,
1000379,P00121642,M,36-45,39,0,Maharashtra,Western,Healthcare,Stationery,3,21397.0,,
1003916,P00003242,M,26-35,34,1,Delhi,Central,Agriculture,Stationery,4,21388.0,,
1001687,P00265242,F,26-35,33,0,Maharashtra,Western,Govt,Stationery,4,21325.0,,
1000423,P00046742,M,18-25,21,0,Delhi,Central,Automobile,Stationery,2,21320.0,,
1002395,P00220342,F,36-45,38,1,Delhi,Central,Aviation,Stationery,2,21317.0,,
1004728,P00037042,F,26-35,28,0,Delhi,Central,IT Sector,Stationery,4,21293.0,,
1005054,P0096542,F,36-45,37,0,Delhi,Central,Hospitality,Stationery,1,21266.0,,
1004489,P00216742,M,18-25,20,0,Delhi,Central,Construction,Stationery,1,21259.0,,
1001865,P00213742,M,18-25,23,1,Kerala,Southern,Media,Stationery,2,21246.0,,
1003022,P00130742,F,26-35,34,0,Delhi,Central,Banking,Stationery,4,21218.0,,
1001657,P00248442,M,46-50,49,0,AndhraÂ Pradesh,Southern,Govt,Stationery,2,21178.0,,
1003751,P00129542,M,36-45,38,1,Karnataka,Southern,Media,Stationery,1,21178.0,,
1000179,P00261642,F,26-35,30,0,Delhi,Central,Aviation,Stationery,4,21152.0,,
1000438,P00182542,F,18-25,25,0,Madhya Pradesh,Central,IT Sector,Tupperware,2,21079.0,,
1003618,P00248942,M,18-25,19,1,Maharashtra,Western,Media,Tupperware,1,21058.0,,
1003415,P00152742,M,36-45,42,0,Delhi,Central,Hospitality,Stationery,1,21039.0,,
1002485,P00302342,F,36-45,38,1,Gujarat,Western,Media,Tupperware,3,21013.0,,
1001495,P00064042,F,18-25,21,1,Delhi,Central,IT Sector,Stationery,4,21009.0,,
1004607,P00173342,M,26-35,35,0,Delhi,Central,Govt,Stationery,4,20981.0,,
1005316,P00278642,F,18-25,24,1,Kerala,Southern,Govt,Tupperware,4,20967.0,,
1000461,P00142942,M,51-55,52,1,Himachal Pradesh,Northern,Healthcare,Stationery,2,20965.0,,
1000154,P00306042,F,51-55,53,1,Karnataka,Southern,Textile,Footwear & Shoes,4,20965.0,,
1000749,P00114342,F,36-45,37,1,Uttar Pradesh,Central,Lawyer,Footwear & Shoes,2,20963.0,,
1006040,P00271242,F,26-35,28,1,Delhi,Central,IT Sector,Footwear & Shoes,1,20960.0,,
1001284,P00157142,M,46-50,50,0,Karnataka,Southern,Banking,Footwear & Shoes,3,20960.0,,
1004269,P00345242,F,36-45,40,0,Delhi,Central,Lawyer,Footwear & Shoes,1,20959.0,,
1001496,P00067942,F,26-35,35,1,Madhya Pradesh,Central,Chemical,Footwear & Shoes,1,20955.0,,
1003007,P00191942,F,36-45,45,0,Delhi,Central,Banking,Stationery,4,20951.5,,
1004715,P00217442,F,26-35,35,0,Delhi,Central,Food Processing,Footwear & Shoes,3,20950.0,,
1000306,P00303242,F,18-25,18,0,Maharashtra,Western,Aviation,Tupperware,3,20949.0,,
1000855,P00240042,M,18-25,22,0,Delhi,Central,Automobile,Footwear & Shoes,3,20948.0,,
1001183,P00084842,F,36-45,43,1,Delhi,Central,Aviation,Footwear & Shoes,4,20945.0,,
1005954,P00156242,F,46-50,48,1,Karnataka,Southern,Automobile,Footwear & Shoes,2,20944.0,,
1005627,P00123142,M,26-35,28,0,Delhi,Central,IT Sector,Stationery,1,20943.0,,
1002165,P00260442,F,26-35,31,1,Delhi,Central,IT Sector,Footwear & Shoes,1,20938.0,,
1004416,P00213742,F,18-25,23,0,Uttar Pradesh,Central,Construction,Footwear & Shoes,2,20933.0,,
1000850,P00319942,F,36-45,44,0,Uttar Pradesh,Central,Lawyer,Footwear & Shoes,3,20932.0,,
1002888,P00255842,F,26-35,34,0,AndhraÂ Pradesh,Southern,Automobile,Tupperware,2,20930.0,,
1001891,P00192542,F,46-50,46,0,Uttar Pradesh,Central,Chemical,Footwear & Shoes,1,20929.0,,
1001019,P00259142,F,36-45,43,1,Delhi,Central,Govt,Footwear & Shoes,2,20928.0,,
1002306,P00084242,M,18-25,21,1,Jharkhand,Eastern,Textile,Footwear & Shoes,3,20925.0,,
1001179,P00208742,M,51-55,54,0,Delhi,Central,IT Sector,Footwear & Shoes,3,20920.0,,
1004957,P00163442,F,26-35,34,1,Delhi,Central,Healthcare,Footwear & Shoes,1,20914.0,,
1004079,P00284742,F,36-45,44,1,Uttar Pradesh,Central,Agriculture,Footwear & Shoes,2,20914.0,,
1002124,P00369042,F,26-35,29,0,Karnataka,Southern,Retail,Footwear & Shoes,3,20912.0,,
1004335,P00075542,F,36-45,38,0,Karnataka,Southern,Healthcare,Footwear & Shoes,4,20912.0,,
1000280,P00216042,F,51-55,55,0,Delhi,Central,Hospitality,Footwear & Shoes,2,20908.0,,
1003311,P00142742,F,26-35,26,1,Karnataka,Southern,Hospitality,Footwear & Shoes,1,20908.0,,
1004161,P00345642,F,46-50,46,0,Karnataka,Southern,Retail,Footwear & Shoes,4,20906.0,,
1005265,P00296242,F,46-50,48,1,Delhi,Central,Banking,Footwear & Shoes,1,,,
1004285,P00315842,M,36-45,38,0,Uttar Pradesh,Central,Food Processing,Footwear & Shoes,3,20900.0,,
1005261,P00057942,F,36-45,41,1,Delhi,Central,IT Sector,Footwear & Shoes,2,,,
1000445,P00114042,F,46-50,47,0,Delhi,Central,Retail,Footwear & Shoes,1,20896.0,,
1003265,P00184942,F,26-35,35,0,Uttar Pradesh,Central,Food Processing,Stationery,1,20883.0,,
1003396,P00178242,F,26-35,31,1,Delhi,Central,Textile,Footwear & Shoes,4,20875.0,,
1002380,P00124642,F,26-35,26,1,Delhi,Central,IT Sector,Footwear & Shoes,2,20874.0,,
1002059,P00114142,F,36-45,41,0,Karnataka,Southern,IT Sector,Footwear & Shoes,1,20874.0,,
1001335,P00108942,F,36-45,42,0,Delhi,Central,IT Sector,Footwear & Shoes,1,20873.0,,
1004838,P00062842,F,46-50,49,0,Delhi,Central,Lawyer,Footwear & Shoes,3,20870.0,,
1001015,P00289942,F,36-45,44,0,Delhi,Central,Chemical,Stationery,2,20867.0,,
1000549,P00113542,F,26-35,31,0,Karnataka,Southern,IT Sector,Footwear & Shoes,2,20865.0,,
1001954,P00294542,M,26-35,31,1,Jharkhand,Eastern,IT Sector,Footwear & Shoes,3,20863.0,,
1001912,P00087442,F,26-35,27,0,Bihar,Eastern,Automobile,Tupperware,3,20860.0,,
1003918,P00334242,F,26-35,32,0,Karnataka,Southern,Retail,Footwear & Shoes,3,20855.0,,
1001896,P00117142,M,55+,66,0,Uttar Pradesh,Central,Govt,Footwear & Shoes,2,20853.0,,
1002445,P00184042,F,26-35,28,0,Delhi,Central,Aviation,Stationery,4,20852.0,,
1002279,P00368342,F,51-55,52,0,Karnataka,Southern,Aviation,Footwear & Shoes,4,20850.0,,
1002898,P00309242,F,18-25,19,0,Madhya Pradesh,Central,Healthcare,Footwear & Shoes,4,20847.0,,
1004277,P00315442,F,36-45,45,1,Delhi,Central,Construction,Footwear & Shoes,2,20840.0,,
1003576,P00101342,M,51-55,53,1,Maharashtra,Western,Aviation,Footwear & Shoes,4,20837.0,,
1003724,P00232442,F,36-45,36,0,Delhi,Central,Aviation,Footwear & Shoes,2,20833.0,,
1003384,P00033742,F,36-45,41,1,Delhi,Central,Banking,Footwear & Shoes,4,20819.0,,
1003051,P00288342,F,18-25,22,0,Uttar Pradesh,Central,Govt,Tupperware,1,20816.0,,
1003311,P00228142,F,26-35,30,1,Karnataka,Southern,Hospitality,Footwear & Shoes,3,20815.0,,
1004782,P00114942,M,46-50,46,1,Karnataka,Southern,Hospitality,Footwear & Shoes,1,20815.0,,
1003998,P00232242,F,46-50,47,0,Delhi,Central,IT Sector,Footwear & Shoes,4,20812.0,,
1000284,P00034742,F,26-35,29,0,Karnataka,Southern,Healthcare,Footwear & Shoes,2,20807.0,,
1000509,P00278042,F,26-35,28,0,Delhi,Central,Banking,Footwear & Shoes,2,20805.45,,
1000838,P00363542,M,51-55,53,1,Gujarat,Western,Hospitality,Footwear & Shoes,4,20796.0,,
1000838,P00363542,M,51-55,53,1,Rajasthan,Northern,Hospitality,Footwear & Shoes,2,20796.0,,
1002060,P00351042,M,0-17,15,0,Bihar,Eastern,Healthcare,Footwear & Shoes,4,20788.0,,
1000850,P00324342,M,36-45,40,1,Karnataka,Southern,IT Sector,Footwear & Shoes,3,20783.0,,
1005522,P00179742,F,26-35,35,1,Delhi,Central,Automobile,Footwear & Shoes,1,20770.0,,
1005153,P00190242,F,26-35,33,1,Karnataka,Southern,IT Sector,Footwear & Shoes,4,20767.0,,
1002122,P00161442,F,36-45,40,0,Karnataka,Southern,Aviation,Footwear & Shoes,1,20767.0,,
1000984,P00248142,F,51-55,52,0,Madhya Pradesh,Central,IT Sector,Tupperware,2,20757.0,,
1005220,P00209842,F,26-35,27,1,Delhi,Central,Aviation,Footwear & Shoes,2,20752.0,,
1001202,P00205442,F,36-45,45,0,Delhi,Central,IT Sector,Footwear & Shoes,2,20752.0,,
1006014,P00183142,F,46-50,48,0,Karnataka,Southern,Aviation,Footwear & Shoes,4,20751.0,,
1005111,P00177842,F,36-45,38,0,Uttar Pradesh,Central,Media,Footwear & Shoes,4,20751.0,,
1004227,P00059242,F,26-35,33,1,Karnataka,Southern,IT Sector,Footwear & Shoes,3,20745.0,,
1001331,P00248942,F,46-50,47,1,Uttar Pradesh,Central,Banking,Footwear & Shoes,4,20745.0,,
1004937,P00112842,F,36-45,40,1,Uttar Pradesh,Central,Media,Footwear & Shoes,2,20744.0,,
1005600,P00085242,M,46-50,47,0,Haryana,Northern,Automobile,Tupperware,1,20739.0,,
1000791,P00127842,M,36-45,44,1,Karnataka,Southern,IT Sector,Footwear & Shoes,2,20739.0,,
1003888,P00242742,F,46-50,46,0,Madhya Pradesh,Central,Aviation,Footwear & Shoes,2,20729.0,,
1006016,P00183742,F,46-50,50,0,Delhi,Central,Aviation,Footwear & Shoes,4,20714.0,,
1000604,P00304642,F,46-50,49,0,Karnataka,Southern,Healthcare,Footwear & Shoes,4,20712.0,,
1000173,P00057642,F,26-35,29,1,Uttar Pradesh,Central,Banking,Tupperware,1,20707.0,,
1004284,P00032042,F,51-55,53,0,Karnataka,Southern,Healthcare,Footwear & Shoes,1,20705.0,,
1002994,P00000142,F,36-45,42,0,Madhya Pradesh,Central,IT Sector,Footwear & Shoes,2,20691.0,,
1004016,P00123842,M,51-55,51,1,Uttar Pradesh,Central,Aviation,Furniture,3,20689.0,,
1005788,P00130642,F,26-35,26,1,Karnataka,Southern,Banking,Footwear & Shoes,2,20688.0,,
1001184,P00146342,M,26-35,30,0,Maharashtra,Western,Media,Footwear & Shoes,4,20678.0,,
1000053,P00120442,F,26-35,33,1,Karnataka,Southern,Aviation,Footwear & Shoes,4,20677.0,,
1002511,P00148642,M,26-35,34,0,Kerala,Southern,Chemical,Furniture,1,20677.0,,
1004377,P00298942,M,26-35,26,0,Karnataka,Southern,Retail,Footwear & Shoes,3,20676.0,,
1005481,P00277642,F,46-50,46,0,Maharashtra,Western,Govt,Furniture,1,20673.0,,
1003940,P00159442,F,36-45,36,1,Karnataka,Southern,Automobile,Footwear & Shoes,1,20669.0,,
1000687,P00344542,M,26-35,26,0,Delhi,Central,Chemical,Tupperware,4,20668.0,,
1000889,P00021842,F,46-50,50,1,Delhi,Central,Lawyer,Footwear & Shoes,1,20668.0,,
1000167,P00322142,M,26-35,32,0,Maharashtra,Western,Food Processing,Furniture,2,20666.0,,
1004972,P00249542,F,36-45,38,0,Karnataka,Southern,Banking,Footwear & Shoes,3,20665.0,,
1003094,P00223642,F,36-45,41,1,Karnataka,Southern,Retail,Footwear & Shoes,1,20664.0,,
1000157,P00117842,F,36-45,43,0,Karnataka,Southern,Automobile,Footwear & Shoes,3,20661.0,,
1001015,P00109842,M,36-45,40,0,Delhi,Central,Food Processing,Footwear & Shoes,3,20660.0,,
1003468,P00059442,F,26-35,26,1,Delhi,Central,IT Sector,Footwear & Shoes,2,20659.0,,
1002251,P00337442,F,36-45,36,1,Delhi,Central,Media,Footwear & Shoes,1,20659.0,,
1005014,P00122442,F,46-50,50,0,Karnataka,Southern,IT Sector,Tupperware,1,20659.0,,
1003085,P00267542,F,26-35,32,0,Delhi,Central,IT Sector,Footwear & Shoes,4,20657.0,,
1004112,P00190242,F,46-50,47,1,Delhi,Central,Hospitality,Footwear & Shoes,3,20654.0,,
1002592,P00356842,F,51-55,51,0,Maharashtra,Western,Media,Tupperware,2,20644.0,,
1001298,P00349142,F,36-45,36,0,Uttar Pradesh,Central,Construction,Footwear & Shoes,1,20642.0,,
1002537,P00359242,M,36-45,42,1,Uttar Pradesh,Central,IT Sector,Footwear & Shoes,4,20641.0,,
1005538,P00269542,F,46-50,49,1,Karnataka,Southern,Banking,Footwear & Shoes,1,,,
1000971,P00016542,F,26-35,32,1,Uttar Pradesh,Central,Retail,Footwear & Shoes,1,20628.0,,
1001103,P00334242,M,46-50,48,0,Delhi,Central,IT Sector,Tupperware,1,20627.0,,
1003081,P00218642,F,26-35,32,0,Uttarakhand,Central,Food Processing,Furniture,1,20623.0,,
1002164,P00110942,M,36-45,41,0,Himachal Pradesh,Northern,Banking,Furniture,4,20622.0,,
1003635,P00273042,F,51-55,54,0,Delhi,Central,Retail,Footwear & Shoes,4,20620.0,,
1001030,P00162442,F,26-35,33,0,Karnataka,Southern,Chemical,Footwear & Shoes,4,20619.0,,
1001029,P00317842,F,26-35,30,0,Karnataka,Southern,Lawyer,Footwear & Shoes,3,20615.0,,
1003311,P00180442,F,26-35,29,0,Delhi,Central,IT Sector,Footwear & Shoes,3,20608.0,,
1003416,P00100642,F,26-35,27,1,Uttarakhand,Central,Media,Furniture,4,20608.0,,
1004573,P00071442,M,51-55,51,1,Haryana,Northern,Aviation,Furniture,4,20607.0,,
1004179,P00100842,M,36-45,43,1,Karnataka,Southern,Textile,Furniture,1,20607.0,,
1005661,P00148042,M,26-35,31,0,Maharashtra,Western,Healthcare,Tupperware,1,20606.0,,
1001736,P00227942,M,55+,72,1,Uttar Pradesh,Central,Textile,Footwear & Shoes,2,20603.0,,
1003401,P00120342,F,36-45,39,0,Maharashtra,Western,IT Sector,Footwear & Shoes,2,20602.0,,
1001835,P00180642,F,26-35,31,0,Karnataka,Southern,Aviation,Footwear & Shoes,4,20600.0,,
1002899,P00193642,M,36-45,42,1,Karnataka,Southern,Automobile,Footwear & Shoes,1,20600.0,,
1002860,P00033942,F,36-45,40,0,Delhi,Central,IT Sector,Footwear & Shoes,1,20598.0,,
1004362,P00015742,F,26-35,26,1,Karnataka,Southern,Chemical,Footwear & Shoes,3,20598.0,,
1001147,P00296642,F,26-35,27,0,Kerala,Southern,IT Sector,Tupperware,3,20598.0,,
1004953,P00015542,F,36-45,39,0,Kerala,Southern,Healthcare,Furniture,3,20595.99,,
1005884,P00112542,F,18-25,25,1,Kerala,Southern,Banking,Furniture,2,20594.0,,
1002765,P00127942,F,51-55,55,0,Madhya Pradesh,Central,Aviation,Footwear & Shoes,2,20589.0,,
1005140,P00157642,F,26-35,29,0,Delhi,Central,Healthcare,Footwear & Shoes,1,20588.0,,
1004161,P00265242,F,46-50,50,1,Uttar Pradesh,Central,Banking,Furniture,1,20588.0,,
1003697,P00250342,F,26-35,30,0,Delhi,Central,Banking,Footwear & Shoes,4,20586.0,,
1002041,P00115142,M,26-35,31,1,Madhya Pradesh,Central,Banking,Furniture,3,20586.0,,
1003726,P00274042,F,26-35,34,1,Karnataka,Southern,Lawyer,Footwear & Shoes,2,20581.0,,
1001803,P00249642,F,26-35,33,1,Maharashtra,Western,Chemical,Footwear & Shoes,2,20579.0,,
1005814,P00113442,M,26-35,30,1,Karnataka,Southern,IT Sector,Furniture,4,20573.0,,
1004901,P00120242,F,26-35,29,0,Delhi,Central,Banking,Footwear & Shoes,4,20572.0,,
1003958,P0096942,F,46-50,49,0,Karnataka,Southern,Healthcare,Footwear & Shoes,3,20570.0,,
1003563,P00249842,F,26-35,34,0,Kerala,Southern,Healthcare,Furniture,4,20570.0,,
1002793,P00207742,F,36-45,42,1,Maharashtra,Western,Govt,Tupperware,3,20569.0,,
1003283,P00233542,M,36-45,38,1,Delhi,Central,Textile,Footwear & Shoes,3,20566.0,,
1001941,P00184942,M,36-45,26,1,Delhi,Central,Chemical,Footwear & Shoes,4,20559.0,,
1004279,P00032142,F,26-35,28,1,Uttar Pradesh,Central,Banking,Furniture,1,20558.0,,
1001181,P00278642,F,36-45,40,1,Delhi,Central,Media,Footwear & Shoes,1,20553.0,,
1003211,P00211242,M,51-55,54,0,Gujarat,Western,Construction,Furniture,4,20550.0,,
1000216,P00323042,F,46-50,47,1,Delhi,Central,Aviation,Footwear & Shoes,2,20549.0,,
1003618,P00233442,M,18-25,19,0,Bihar,Eastern,Aviation,Footwear & Shoes,2,20548.0,,
1004354,P00153142,F,36-45,41,0,Delhi,Central,Govt,Footwear & Shoes,3,20547.0,,
1000793,P00068042,M,36-45,41,0,Karnataka,Southern,Healthcare,Furniture,1,20546.0,,
1003690,P0099242,F,18-25,24,0,Uttar Pradesh,Central,Healthcare,Footwear & Shoes,4,20544.0,,
1004122,P00118142,F,18-25,23,0,Kerala,Southern,Hospitality,Furniture,1,20543.0,,
1003503,P00344842,F,18-25,25,0,Madhya Pradesh,Central,Govt,Furniture,3,20540.0,,
1002852,P00123142,F,26-35,29,0,Delhi,Central,Media,Footwear & Shoes,2,20537.0,,
1001004,P00036342,M,26-35,34,0,Delhi,Central,Retail,Footwear & Shoes,1,20536.0,,
1000390,P00319042,M,26-35,29,0,Haryana,Northern,Automobile,Footwear & Shoes,4,20536.0,,
1003099,P00127542,F,26-35,26,0,Karnataka,Southern,Aviation,Footwear & Shoes,2,20536.0,,
1002201,P00127642,F,55+,83,1,Madhya Pradesh,Central,Govt,Furniture,1,20533.0,,
1002271,P00193542,F,51-55,55,0,Gujarat,Western,Aviation,Tupperware,1,20529.0,,
1004327,P00153842,F,36-45,37,1,Karnataka,Southern,IT Sector,Footwear & Shoes,4,20525.0,,
1001835,P00304942,F,26-35,34,1,Delhi,Central,Chemical,Footwear & Shoes,4,20516.0,,
1003475,P00227942,M,26-35,29,1,AndhraÂ Pradesh,Southern,IT Sector,Footwear & Shoes,4,20515.0,,
1001613,P00173342,F,18-25,23,1,Uttar Pradesh,Central,Healthcare,Footwear & Shoes,1,20512.0,,
1005680,P00277642,F,51-55,51,1,Delhi,Central,Food Processing,Footwear & Shoes,1,20511.0,,
1004979,P00346042,F,36-45,39,1,Karnataka,Southern,Media,Footwear & Shoes,1,20509.0,,
1004819,P00269642,F,36-45,41,1,Delhi,Central,Automobile,Footwear & Shoes,1,20508.0,,
1003580,P00018042,M,18-25,20,1,Telangana,Southern,Healthcare,Footwear & Shoes,1,20508.0,,
1001861,P00295842,F,51-55,52,0,Uttar Pradesh,Central,Aviation,Footwear & Shoes,2,20508.0,,
1001618,P00109742,M,51-55,53,0,AndhraÂ Pradesh,Southern,Food Processing,Footwear & Shoes,4,20505.0,,
1002330,P00129842,F,46-50,48,0,Delhi,Central,Aviation,Footwear & Shoes,4,20503.0,,
1004013,P00182242,F,26-35,31,1,Karnataka,Southern,Chemical,Footwear & Shoes,2,20502.0,,
1005178,P00346142,F,51-55,55,0,Karnataka,Southern,Healthcare,Footwear & Shoes,3,20502.0,,
1001162,P00057742,M,36-45,40,1,Karnataka,Southern,Banking,Footwear & Shoes,4,20501.0,,
1004680,P00215542,F,36-45,45,0,Delhi,Central,Textile,Footwear & Shoes,1,20500.0,,
1005108,P00158742,M,26-35,26,0,Himachal Pradesh,Northern,Aviation,Furniture,4,20495.0,,
1005446,P00059442,M,51-55,52,0,Karnataka,Southern,Chemical,Furniture,1,20494.0,,
1002181,P00363342,F,26-35,27,1,Karnataka,Southern,Banking,Footwear & Shoes,1,20493.0,,
1004485,P00339842,F,26-35,35,0,Kerala,Southern,Media,Furniture,2,20492.0,,
1006040,P00111142,F,26-35,27,0,Karnataka,Southern,Food Processing,Footwear & Shoes,2,20488.0,,
1003272,P00324642,M,36-45,42,1,Delhi,Central,IT Sector,Footwear & Shoes,2,20486.0,,
1001757,P0095542,F,26-35,28,1,Karnataka,Southern,Textile,Footwear & Shoes,1,20486.0,,
1001969,P00160042,M,26-35,28,0,Delhi,Central,Chemical,Footwear & Shoes,1,20484.0,,
1003694,P00115942,F,26-35,35,0,Madhya Pradesh,Central,IT Sector,Footwear & Shoes,4,20483.0,,
1004436,P0096542,F,26-35,28,0,Kerala,Southern,Retail,Tupperware,2,20477.0,,
1001260,P00274042,F,26-35,35,1,Madhya Pradesh,Central,Aviation,Footwear & Shoes,3,20477.0,,
1004064,P0097142,F,46-50,48,0,Delhi,Central,Banking,Footwear & Shoes,2,20476.0,,
1004829,P00146042,F,26-35,28,0,Karnataka,Southern,IT Sector,Footwear & Shoes,3,20471.0,,
1000549,P00147042,F,26-35,26,0,Kerala,Southern,Banking,Furniture,1,20469.0,,
1003245,P00351242,F,18-25,21,0,Uttarakhand,Central,Govt,Furniture,1,20468.0,,
1005137,P00187342,F,18-25,19,1,Haryana,Northern,Automobile,Tupperware,2,20464.0,,
1003259,P00054242,M,18-25,20,0,Himachal Pradesh,Northern,Healthcare,Furniture,2,20463.0,,
1003503,P00241642,M,18-25,25,1,Madhya Pradesh,Central,Aviation,Furniture,1,20457.0,,
